Company Name,Number of Medicines
NRI VISION CARE INDIA LTD,76
CONNOTE HEALTHCARE PVT LTD,76
A TO Z PHARMACEUTICALS,76
RETRA LIFE SCIENCE PVT LTD,76
LYPHOMED REMEDIES P LTD,76
PARACHUT,76
JUBILANT LIFE SCIENCES,76
HINDUSTAN SYRINGES & MEDICAL DEVICES LTD,75
ORGANIC INDIA PRIVATE LIMITED,75
LYRA LABORATORIES PVT LTD,75
B BRAUN MEDICAL INDIA PVT LTD,75
ARK LIFE SCIENCES PVT LTD,75
PROHEALTH VITAMINS PVT LTD,75
DAFFOHILS PHARMA PVT LTD,75
DALLAS PHARMACEUTICALS,75
HEMA LABORATORIES LTD,75
PANJON PHARMA LTD,75
UNIQUE PHARMACEUTICALS,75
ZENITH HEALTHCARE LTD,75
INTELLECT LIFESCIENCE,75
THREE N PRODUCT PVT LTD,74
ANAX LIFE SCIENCES PVT LTD,74
CHOLAYIL PRIVATE LIMITED,74
REDROOMTECHNOLOGY PRIVATE LIMITED,74
COSMIC LIFE SCIENCES,74
KEPLER HEALTH CARE,74
PHARMANOVA SPECIALITIES PVT LTD,73
DR. VAIDYA'S,73
DEW DROPS LAB,73
KLAR SEHEN,73
SOZIN FLORA PHARMA,73
MAMYPOKO,72
SHANKUS ACME PHARMA PVT LTD,72
BAYER ZYDUS PHARMA,72
SHARANGDHAR PHARMA,72
SALVE PHARMACEUTICALS PVT LTD,71
VOTARY LABORATORIES,71
LOTUS NUTRATECH PVT LTD,71
TREXGEN PHARMACEUTICALS (P) LTD,71
GODDRES PHARMACEUTICALS PVT LTD,71
COSME FARMA LABORATORIES LTD,71
SYNTHIKO FORMULATIONS LTD,71
COSMAS PHARMACEUTICALS,71
WISDOM EXIM,71
SYNCHEM LAB,71
MAPRO,71
MAAN PHARMACEUTICALS LTD,71
MERCURY LABORATORIES PVT LTD,71
4 CARE LIFESCIENCE PVT LTD,71
PANZER PHARMACEUTICALS PVT LTD,70
VERVE HEALTH CARE LTD,70
RAYMED PHARMACEUTICALS LTD,70
OSMED PHARMA,70
SAPIENT LABORATORIES PVT LTD,70
GOLDLINE PHARMACEUTICALS,70
RUSAN HEALTHCARE PVT LTD,69
AVIS LIFE CARE PVT LTD,69
A N PHARMACEUTICALS PVT LTD,69
SUNDYOTA NUMANDIS PHARMA PVT LTD,69
MAC LABORATORIESLTD,69
SANAT PRODUCTS LTD,69
ELITE PHARMA PVT LTD,69
DIVINE LIFECARE PVT LTD,69
VITANE PHARMACEUTICALS PVT LTD,69
ELI LILLY AND COMPANY,69
L G LIFE SCIENCES,69
LA POINTQUE INTE'L LTD,68
JANDJ,68
SENSES PHARMACEUTICALS LTD,68
PHARMACON HEALTHCARE,68
WAVES BIOTECH PVT LTD,68
QUEST PHARMACEUTICALS,68
HEALTH GUARD (I) PVT LTD,68
ELKOS HEALTHCARE PVT LTD,68
BRAWN LABORATORIES LTD,68
SOUTHSHOURNE CORPORATION (INDIA),68
MESTRA PHARMA PVT LTD,68
AYURWIN,67
TRUE ELEMENTS,67
ACCUSURE,67
CMR LIFESCIENCES PVT LTD,67
AYURCHEM PRODUCTS PVT LTD,67
HECURE HEALTHCARE PVT LTD,67
MEDISYNTH CHEMICALS,67
BDH INDUSTRIES LTD,67
SHRRISHTI HEALTHCARE,67
WONSET HEALTH CARE PRIVATE LIMITED,67
AMRA REMEDIES,66
BAJAJ CONSUMER CARE LTD.,66
PEGASUS FARMACO INDIA PVT LTD,66
TRIPADA BIOTEC PVT LTD,66
TENET HEALTHCARE,66
MEDIVOLKS PHARMA,66
VINTAGE LABS PVT LTD,66
MEDICAID LABS LLP,66
ETHIX HEALTHCARE,65
RASNA PVT LTD,65
PHARMA PLUS,65
SURGE BIOTECH PVT LTD,65
BIOSTRASS HEALTH SCIENCES,65
NEST PHARMA,65
MEDICO LABS,65
CANBRO HEALTHCARE,64
SOMATICO PHARMACEUTICALS LTD,64
EL-DORADO BIO-TECH PVT LTD,64
UNIMARCK HEALTHCARE LTD,64
GRACIOUS PHARMACEUTICALS,64
AALTRAMED HEALTHCARE LTD,64
MITOCH PHARMA PVT LTD,64
DERMAKARE PHARMACEUTICALS,63
AERAN INDIA PVT LTD,63
ESKON PHARMA,63
IATROS PHARMACEUTICALS PVT LTD,63
STEDMAN PHARMACEUTICALS PVT LTD,63
LIFE-MEDICARE & BIOTECH PVT LTD,63
QUANTUM NATURALS,62
J.L.MORISON (INDIA) LTD,62
ELBRIT LIFE SCIENCES PVT LTD,62
NAVIL LABORATORIES,62
AMWAY INDIA,62
WALTON HEALTHCARE PVT LTD,62
TRIGENESIS LIFESCIENCES,62
SHREE KRISHNAKESHAV LABORATORIES,62
ADRENA HEALTHCARE PVT LTD,62
PIRAMAL ENTERPRISES LTD,61
STELLAR BIO LABS PVT LTD,61
PROFIC ORGANICS,61
SHIELD PHARMACEUTICALS,61
ASHISH LIFE SCIENCE,61
VET INDIA LIMITED,61
ACTIVA LIFESCEINCES,61
HINDUSTAN ANTIBIOTICS LTD,61
TIDAL LABORATORIES PVT LTD,61
MANFRIDAY LIFESCIENCES,60
AARON PHARMACUETICALS PVT LTD,60
INNOVCARE LIFE SCIENCES PVT LTD,60
CATTLE REMEDIES INDIA LIMITED (VET),60
EXOTIC LABORATORIES PVT LTD,60
WINCARE REMEDIES,60
AUROLAB,60
DEA DELLA LIFE SCIENCES PVT LTD,60
RELIANCE LIFECARE PVT LTD,60
INDIANA OPHTHALMICS,60
NESTOR PHARMACEUTICALS,60
SYMBIOTIC DRUGS & DIABETIC CARE,60
MCW HEALTHCARE,59
DERMAREX HEALTHCARE INDIA PVT LTD,59
MAVERICK PHARMA PVT LTD,59
MEDIEZ PHARMA PVT LTD,59
SINSAN PHARMACEUTICALS PVT LTD,59
COLINZ LABORATORIES LTD,59
ENCORE HEALTHCARE PVT LTD,59
LIFE LINE BIOTECH LTD,59
KAIZEN PHARMACEUTICALS PVT LTD,59
CRATUS LIFE CARE PVT LTD,59
ERGOS LIFE SCIENCES,58
BAJAJ FORMULATIONS,58
CONSERN PHARMA PVT LTD,58
RESILIENT COSMECEUTICALS PRIVATE LIMITED,58
RND LABORATORIES PVT LTD,58
IMMUNA LIFE SCIENCES,58
PREM PHARMACEUTICALS LTD,58
ALMET CORPORATION LTD,58
SAVA MEDICAL LTD,58
BIOCEUTICS INC,57
SBL HOMEOPATHY,57
GRACE DERMA HEALTHCARE PVT LTD,57
LAKSHYA PHARMA PVT LTD,57
AUSPI MEDICAMENTS,57
BLISS GVS PHARMA,57
SYSWIN PHARMACEUTICALS PVT LTD,57
EMERALD PHARMA PRIVATE LIMITED,57
NEWNIK LIFECARE PVT LTD,56
FIXDERMA INDIA PVT LTD,56
R FOR RABBIT BABY PRODUCTS PVT LTD,56
UTH HEALTHCARE,56
STARTOS HEALTH CARE PVT LTD,56
CYNO PHARMACEUTICALS LTD,56
LIBRA DRUGS (INDIA),56
CADOMED PHARMACEUTICALS PVT LTD,56
MERCURY HEALTH CARE PVT LTD,56
GETWELL LIFE SCIENCES PVT LTD (GLS PHARMA LTD),56
MK INDUSTRIES,55
ADROIT BIOMED LIMITED,55
MEDLIFE WELLNESS PVT LTD,55
GELFLEX,55
HLL LIFE CARE,55
SOLDERMA PHARMACEUTICALS PVT LTD,55
ADELMAR PHARMA,55
BHARTI LIFE SCIENCES,55
CORONA LABORATORIES,55
ELAN PHARMA(INDIA) PVT LTD,55
AVINASH HEALTH PRODUCTS PVT LTD,55
SPARK MEDICARE PVT LTD,55
ASTER MEDIPHARM PVT LTD,55
ZENOBIO LIFE SCIENCE,55
APACE LIFE SCIENCE,55
GOLDLINE,55
ATRIMED HERBAL PVT LTD,54
ORGANIC WELLNESS,54
STARUS PHARMACEUTICALS PVT LTD,54
FAST & UP INDIA,54
AUSTRO LABS LTD,54
SYNDICATE LIFE SCIENCES PVT LTD,54
NOSTRUM PHARMACEUTICALS PVT LTD,54
VOXIVA PHARMACEUTICALS,54
PRAYAS PHARMACEUTICALS,54
PHARM PRODUCTS PVT LTD,54
MOUNT METTUR,54
DUPEN LABORATORIES PVT LTD,54
APPASAMY OCULAR DEVICES PVT LTD,54
HINGLAJ LAB OF INDIA,54
STEADFAST MEDISHIELD PVT LTD,54
SYMBIOTIC DRUGS,54
LIA LIFE SCIENCES PVT LTD,53
GERMAN REMEDIES LTD,53
BACFO PHARMACEUTICALS (INDIA) LTD,53
ESMATRIX LIFE SCIENCES PVT LTD,53
BRILLIANT LIFESCIENCES PVT LTD,53
MISSION CURE PHARMA PRIVATE LIMITED,53
AGLOWMED LIMITED,53
BIOMEDICA LIFESCIENCE,53
QUALITY PHARMA PRODUCTS PVT LTD,53
KARLIN PHARMACEUTICALS AND EXPORTS PVT LTD,53
MODHIKE PVT LTD,53
EISEN PHARMACEUTICALS PVT LTD,53
KONTEST CHEMICALS LTD,53
ZYRIS DERMA CARE PVT LTD,53
PROQOL HEALTHCARE PVT LTD,53
IMC PVT LTD,52
HINDUSTAN LEVER LIMITED,52
HIMALAYA DRUG COMPANY,52
MOHRISH PHARMACEUTICALS PVT LTD,52
ZENVITA HEALTHCARE,52
AXIOM AYURVEDA,52
SHILPA MEDICARE LIMITED,52
ORIGO PHARMACEUTICALS PVT LTD,52
ALARSIN PHARMACEUTICALS,52
SHRESHTHA FORMULATIONS,52
CONCERTINA PHARMA PVT LTD,52
R G BIOCOSMETIC PVT LTD,51
KINESIS PHARMACEUTICALS PVT LTD,51
ATHENS LAB LTD,51
SEAGULL LABORATORIES INDIA PRIVATE LIMITED,51
AMRUT PHARMACEUTICALS,51
AS PHARMACEUTICAL,51
ADEL PEKANA GERMANY,51
TRENDS PHARMA PVT LTD,51
VELIKO PHARMACLS,51
ABARIS HEALTHCARE,51
GENETICA PHARMA PVT LTD,51
BURGEON PHARMACEUTICALS PVT LTD,51
MIRACALUS PHARMA PVT LTD,51
INFUGEN PHARMA PVT LTD,51
CUTIGEN INCOPORATION,51
CARE PHARMACEUTICALS,50
THREE DOTS LIFESCIENCE PRIVATE LIMITED,50
REMEMBER INDIA MEDICOS PVT LTD,50
INTERNAL PACKAGING MATERIAL,50
LIVIDUS PHARMACEUTICALS,50
NEXTGEN HEALTH CARE PVT LTD,50
OLYMPUS LIFE SCIENCES,50
ZINNIA LIFE SCIENCES,50
PRAISE PHARMA,50
PEERAGE PHARMA PVT LTD,50
ULTRA CHIRON PHARMACEUTICALS PVT LTD,50
BIOMIICRON PHARMACEUTICALS,50
EMDRIX PHARMACEUTICALS PVT LTD,50
REGALIA PHARMACEUTICALS (I) PVT LTD,50
HEALTHKART,49
UNIVENTIS MEDICARE LTD,49
NEON LABORATORIES LTD,49
BIONOVA LIFESCIENCES,49
DHARA FORMULATION PVT LTD,49
BL PHARMA LTD,49
MAX INDIA LIMITED,49
KALPATARU FORMULATIONS PVT LTD,49
DERMIS LIFE SCIENCES,49
ZERICO LIFESCIENCES PVT LTD,48
NIVEA,48
SWISSE WELLNESS PRIVATE LIMITED,48
UNIWELL MEDICARE PVT LTD,48
ZOVAITALIA BIO TECH,48
CANVARZYS PHARMACEUTICALS,48
AAA PHARMATRADE PVT LTD,48
EFIIA LIFE SCIENCES PVT LTD,48
ASTER ZENITH BIOSCIENCE,48
KESHAV HEALTHCARE,48
LARION LIFE SCIENCES PVT LTD,48
PARAS PHARMACEUTICALS LTD,48
VANCE & HEALTH PHARMACEUTICALS LTD,48
BIPI LIFESCIENCES PVT LTD,48
SYSTACARE REMEDIES,48
SEDULUS REMEDIES,48
GOODCARE PHARMA PVT LTD,47
WORLD WIDE REMEDIES,47
NATURAL LTD. (DIV. A.R.L. LTD.),47
OBAT MEDICARE PVT LTD,47
GOKRIPA PRODUCTS,47
ME N MOMS PVT. LTD.,47
OMNI LIFESCIENCES PVT LTD,47
NOVADUO PHARMA,47
RECKNOR LIFESCIENCES PVT LTD,47
CURE N CURE PHARMACEUTICALS PVT LTD,47
BSP PHARMACEUTICALS,47
SUMAC PHARMA,47
FERON HEALTHCARE PVT LTD,47
DR. ARVIND LIFE SCIENCE PVT LTD,47
3C HEALTHCARE SOLUTION PVT LTD,47
MEDOZ PHARMA,47
BALSONS PHARMACEUTICALS,47
ZEST PHARMA,47
KADEN HEALTH CARE PVT LTD,47
UNILEX LIFESCIENCES PVT LTD,47
JOVEES,46
AGRON INDIA LTD.,46
CONVERGE BIOTECH,46
NUTRICIA INTERNATIONAL PVT LTD,46
REDCLIFFE HYGIENE PRIVATE LIMITED,46
BIO VITAMINS,46
BION THERAPEUTICS,46
FUTURE PHARMA PVT LTD,46
CALIX LIFE SCIENCES PVT LTD,46
ROCKMED PHARMA PVT LTD,46
THEIA HEALTH CARE PVT LTD,46
SOFTECH PHARMA PVT LTD,46
AR-EX LABORATORIES PVT LTD,46
CAPRO LABS EXPORTS INDIA PVT LTD,46
SALVADOR VISION TECH,46
J.K.PHARMA,46
SIOMOND PHARMACEUTICAL PVT LTD,46
SMAYAN HEALTHCARE PRIVATE LIMITED,45
ACTIFIT INDIA PVT LTD,45
ARBRO PHARMACEUTICALS PVT LTD,45
ARKAS PHARMA P LTD,45
JUNIFER PHARMACEUTICALS,45
ANKOM LABORATORIES,45
THETA LAB PVT LTD,45
NIPPON SEIYAKU PVT LTD,45
BANGALORE ANTIBIOTICS & BIOLOGICALS PVT,45
RAYMOND PHARMACEUTICAL PVT LTD,45
MCASTRO PHARMA,45
BOEHRINGER INGELHEIM,45
SKYWAYS HEALTHCARE PVT LTD,45
SALAS PHARMACEUTICALS PRIVATE LIMITED,45
MAMTA PHARMA,45
BRIO BLISS LIFE SCIENCE PVT LTD,44
VITRO HEALTHCARE,44
ALL THINGS BABY LLP,44
MUSCLEPRO NUTRITION PVT LTD,44
NOUVEAU MEDICAMENT PVT LTD,44
BSA PHARMA INC,44
NUKIND HEALTHCARE PVT LTD,44
SOLUMIKS PIRAMAL LTD,44
CRUISE PHARMACIA PVT LTD,44
AGRAWAL DRUGS PVT. LTD.,44
APRICA HEALTHCARE PVT LTD,44
DIOS LIFESCIENCES PVT LTD,44
ROWAN BIOCEUTICALS (P) LTD,44
IPC HEALTHCARE PVT LTD,44
SPINOGEN,44
AUROBINDO PHARMA LTD,44
CM COSMATIC,44
UMANO HEALTHCARE PVT LTD,44
GLADSTONE PHARMA INDIA PVT LTD,43
CAVINCARE,43
MAESTRO PHARMACEUTICALS,43
LANCER PHARMACEUTICALS PVT LTD,43
PHARMAGENICA HEALTHCARE PVT LTD,43
CARYOTA LIFE SCIENCE,43
ENDOCARD INDIA,43
CHEMO HEALTHCARE PVT LTD,43
FRANKFURT PHARMA PVT LTD,43
JUPITER BIOLABS PVT LTD,43
HEALING PHARMA,43
EMCEE PHARMACEUTICALS PVT LTD,43
AUSTRAK PVT LTD,43
PURE & CURE HEALTHCARE PVT LTD,43
DALES PHARMACEUTICALS LTD,43
BV PANDIT,43
PUREWIN LABS PVT LTD,43
RELIANCE LIFE SCIENCE,43
UNIVERSAL MEDIKIT,43
SHANTA BIOTECHNICS PVT LTD,43
BURNET PHARMACEUTICALS PVT LTD,43
MEDICURE LIFE SCIENCES INDIA PRIVATE LIMITED,43
HELAX HEALTHCARE,43
UVB HEALTHCARE PVT LTD,42
SRI SRI TATTVA,42
3A PHARMACEUTICALS,42
BAUSCH AND LOMB,42
ORN REMEDIES PVT LTD,42
BIO PHARMA DRUGS,42
BPL MEDICAL TECHNOLOGIES PRIVATE LTD,42
HAMPS INDIA PVT LTD,42
AYULABS PVT LTD,42
ELTIS ORGANICS,42
NUTRI SYNAPZZ THERAPEUTIS PVT LTD,42
SIDHBALI FORMULATIONS,42
HIPPO LABS PVT LTD,42
MRHM PHARMA PVT LTD,41
PREMIER NUTRACEUTICALS PVT LTD,41
SHIRR PHARMACEUTICALS PVT LTD,41
LIFE VISION HEALTHCARE PVT LTD,41
BUDDSBUDDY,41
MARK INDIA,41
MEDITEK INDIA,41
ARLAK BIOTECH PVT LTD,41
MEDSOL INDIA OVERSEAS PVT LTD,41
VENOVA PHAMACEUTICALS PVT LTD,41
KONVERGE HEALTHCARE PRIVATE LIMITED,41
RECKITT BENCKISER PVT LTD,41
STRASSENBURG PHARMACEUTICALS LTD,41
HEALING PHARMA INDIA PVT LTD,41
INTERMED PHARMA PVT LTD,41
TETRAMED BIOTEK PVT LTD,41
ABBEY HEALTH CARE PVT LTD,41
BRITANNIA INDUSTRIES LIMITED,41
KRYPTON PHARMACEUTICALS,41
NOTUS PHARMACEUTICALS LTD,41
EAST AFRICAN (I) REMEDIES PVT LTD,41
FLOREAT MEDICA PVT LTD,41
NODYSIS PHARMA PVT LTD,41
MAXO CHEM LIMITED,41
PARK AVENUE,40
ANCHOR HEALTH & BEAUTY CARE PRIVATE LIMITED,40
ADFAC LABORATORIES PVT LTD,40
BIOREX HEALTHCARE PVT LTD,40
CONSTANT REMEDIES PVT LTD,40
KNOLL PHARMACEUTICALS LTD,40
ALCON LABORATORIES INC,40
WINMARK PHARMACEUTICALS PVT LTD,40
R.K. MEDICARE PVT LTD,40
TULIP LAB PVT LTD,40
TECHNICA LABS & PHARMA,40
CHETHANA PHARMACEUTICALS,40
NARANKAA PHARMA,40
NEURON PHARMA (P) LTD,40
DR BEST PHARMACEUTICALS PVT LTD,40
STAR PHARMACEUTICALS,40
GLASIER WELLNESS INC,40
PHARMAVEDA (INDIA) PVT LTD,39
KALAN PHARMACEUTICALS,39
ZYPHARS PHARMA,39
JOVEES HERBAL CARE INDIA LTD,39
PIGEON INDIA PVT. LTD.,39
SIGNITY PHARMACEUTICALS PVT LTD,39
OMRON ASIA PACIFIC PVT LTD,39
MARSHA PHARMACEUTICALS,39
KANAD LABS,39
EUROPA HEALTHCARE PVT LTD,39
SUNSHINE PHARMA,39
ZOIC CHEMICALS & PHARMACEUTICALS PVT LTD,39
BAJAJ PHARMACEUTICALS,39
DAKSHINAMURTI PHARMA,39
PARKER ROBINSON PVT LTD,39
SG PHYTO PHARMA PVT LTD,39
MINT PHARMACEUTICALS PVT LTD,39
KUSUM HEALTHCARE PVT LTD,39
UNIVERSAL BIOGENICS,39
RKM HEALTH CARE,39
HEALING PHARMA INDIA PVTV LTD,39
RAMAN & WEIL PVT LTD,39
ROYAL LABS,39
G NINE FORMULATIONS,39
MODULE PHARMACEUTICALS,39
PERCH LABORATORIES LTD,39
LEOLIFE SCIENCES PVT LTD,39
RANISH IMPEX PVT LTD MUMBAI,38
MAHAVEER OVERSEAS,38
VERNA HEALTHCARE,38
ELNOVA PHARMA,38
DEPSONS PHARMA,38
AFFY PHARMA PVT LTD,38
BEWELL LABS PVT LTD,38
AMIDEEP PHARMACEUTICALS,38
BHP,38
WANDER MEDICARE PVT LTD,38
BHARAVI PHARMACEUTICAL LTD,38
STRIVEO HEALTHCARE PVT LTD,38
ADDISSUN LIFE SCIENCE PVT LTD,38
CNX HEALTHCARE,38
AJANTA PHARMA LIMITED,38
SERDIA PHARMACEUTICALS (INDIA) PVT LTD,38
BANJARA HERBALS PVT.LTD.,37
SANTE MERNAUD PHARMECEUTICAL PVT LTD,37
ELIXIR HEALTHCARE SERVICES,37
NEXGEN RX LIFE SCIENCES PVT LTD,37
INTRA LABS INDIA PVT LTD,37
GNOSIS PHARMACEUTICAL PVT LTD,37
UNIVERSAL LIFE SCIENCES,37
ISIS HEALTHCARE PVT LTD,37
ELION HEALTH CARE PVT LTD,37
HEALTH BIOTECH LIMITED,37
SANDU PHARMA,37
SARABHAI CHEMICALS PVT LTD,37
KATG THERAPEUTICALS,37
STANDARD PHARMACEUTICALS LTD,37
PFIMAXX ORGANICS PRIVATE LIMITED,37
APOSTLE REMEDIES,37
COGNITIVE LIFE SCIENCES PVT LTD,37
ADRET RETAIL PRIVATE LIMITED (KAPIVA),36
SHRI GUJARAT MAHILA LOKSWASTHYA SEWA SAHAKARI MANDLI LTD,36
ERA PHARMACEUTICALS PVT LTD,36
GMN HEALTHCARE PRIVATE LIMITED,36
CARE AGRO VET LAB,36
HAMDARD LABORATORIES INDIA PVT. LTD.,36
APPLIED COMMUNICATION AND CONTROLS,36
GERRYSUN PHARMACEUTICALS PVT LTD,36
BROCHEM HEALTHCARE PVT LTD,36
BDF PHARMA PVT LTD,36
SERUM INSTITUTE OF INDIA LTD,36
NEO CARDIAB CARE PVT LTD,36
JK BIOCHEM HEALTHCARE PVT LTD,36
MDC PHARMACEUTICAL PVT LTD,36
B.V.BIO CORP PRIVATE LTD,36
RAVIAN PHARMACEUTICALS PVT LTD,36
EISAI PHARMACEUTICALS,36
MAYFLOWER INDIA,36
ORSIM PHARMA,36
UNIFAB PHARMACEUTICALS,36
LITAKA PHARMACEUTICALS LTD,36
MAGNUS BIOTECH PVT LTD,36
STADCHEM OF INDIA,36
ST. MORRISON,36
SENECHIO PHARMA PVT LTD,35
SSL INTERNATIONAL,35
SUN PHARMA (CONSUMER HEALTHCARE),35
OMRON HEALTHCARE INDIA PVT LTD,35
JIVA AYURVEDA,35
OLCARE LABORATORIES PVT LTD,35
SNOWLAN EPICURE PVT LTD,35
DYNAMIC LABORATORIES PVT LTD,35
ATUL DRUGS HOUSE,35
PRESENS,35
L'OREAL,35
MAITHRI HEALTH CEARE,35
DR WILLMAR SCHWABE INDIA PVT LTD,35
AURUM LIFE SCIENCE PVT LTD,35
SG LIFECARE PVT LTD,35
DIVISA HERBAL CARE PVT LTD,35
SYNERGY PHARMACEUTICALS,35
BAJAJ HEALTHCARE LTD,35
EXCELLAMED LABORATORY PVT LTD,35
PASTEUR LABORATORIES PVT LTD,35
DEXTER LABORATORIES PVT LTD,35
SIESTA PHARMACEUTICALS,35
ERINYLE HEALTH CARE PVT LTD,35
SUREMED LIFECARE PVT LTD,35
NIFLE BIOSCIENCE,35
BIOTABS LIFESCIENCES PVT LTD,35
CORAZON PHARMA PVT LTD,35
NITRO CADINEUR,35
MEDICHEM PHARMCEUTICALS LTD,35
EYEKARE KILITCH LTD,35
ADVENT LIFE SCIENCE,34
SOLACE BIOTECH LTD,34
VELITE PHARMACEUTICALS,34
PATSON LABORATORIES,34
24MANTRA,34
SURECARE PHARMA PVT LTD,34
ALIVE PHARMACEUTICAL PVT LTD,34
ETEX HEALTHCARE PRIVATE LIMITED,34
RIVAN PHARMACEUTICALS PVT LTD,34
PROSIT HEALTH CARE PVT LTD,34
MEDI BIOTECH PVT LTD,34
BONSAI PHARMA,34
EXELTIS,34
KAIZEN RESEARCH LABS INDIA PVT LTD,34
ALCHEM PHYTOCEUTICALS LTD,34
ORRIS PHARMACEUTICALS,34
ASTROPHEL PHARMACEUTICALS PVT LTD,34
HI-TEC LABORATORIES,34
LYRID HEALTHCARE PVT LTD,34
DUCKBILL DRUGS PVT LTD,34
CADILA PHARMACEUTICALS LIMITED,34
SWASTIK PHARMACEUTICALS,34
INDO-FRENCH LABORATORIES LTD,34
SERUM INTERNATIONAL LIMITED,34
EXCELLA LIFE SCIENCES,34
ASKLEPIOS REMEDIES (P) LTD,34
KAPTAB,34
THRIFT PHARMACEUTICALS,33
HERBAL ESSENCES,33
PLAYGARD,33
DR. SCHOLL'S,33
TRANS PHARMACEUTICALS,33
WILBURT REMEDIES PVT LTD,33
MAC MEDILIFE PRIVATE LIMITED,33
GUARDIAN HEALTHCARE SERVICES PVT. LTD,33
HANSAPLAST,33
CORE GESTRA,33
PRISTINE CARE PRODUCTS,33
GRANDIX PHARMACEUTICALS,33
SAAN LABS,33
HICARE PHARMA,33
GEO FRESH ORGANIC,33
ELYSIUM PHARMACEUTICALS LTD,33
A S V LABORATORIES (INDIA) PVT LTD,33
CALIX HEALTH CARE PVT LTD,33
AMPRA PHARMACEUTICALS,33
ARMOUR REMEDIES PVT LTD,33
CHEMECH LABORATORIES PVT LTD,33
NANOCEA BIOTEC,33
REGARDIA PHARMACEUTICALS,33
ASHOK PHARMACEUTICALS,33
AAGAM LIFE SCIENCES PVT LTD,33
BENGAL CHEMICALS & PHARMACEUTICALS LTD,33
SIFCO PHARMA,33
AISHWARYA HEALTHCARE,32
BIO VEDA ACTION RESEARCH COMPANY,32
M.A. HERBAL REMEDIES,32
CLIDE INTERNATION PVT LTD,32
BIOVEDA ACTION RESEARCH CO,32
AVANCER LABS (P) LIMITED,32
EDURA PHARMACEUTICALS PVT LTD,32
WILSHIRE PHARMACEUTICALS,32
RENE LIFESCIENCE PVT LTD,32
SPECTRA THERAPEUTICS PVT LTD,32
YAHER PHARMA,32
CARE FORMULATIONS LABS PVT LTD,32
SWISS GARNIER LIFE SCIENCES,32
OZIEL PHARMA,32
WALNUT LIFE SCIENCES PVT LTD,32
NATIONAL CHEMICAL & PHARMACEUTICAL WORKS PVT LTD,32
OBSURGE PHARMA (P) LTD,32
BDR PHARMACEUTICALS INTERNATIONAL PVT. L,32
E DERMA PHARMA INDIA,32
AURELDERMA,32
INDOSPECTRUM PHARMACEUTICALS PVT LTD,32
ESTRAGEN PHARMA,32
EMPIAI PHARMACEUTICALS PVT LTD,32
UAS LABORATORIES PVT LTD,32
OPTICA PHARMACEUTICALS PVT LTD,32
STEIGEN PHARMACEUTICALS,32
G SURGIWEAR LTD.,32
DALMIA HEALTHCARE LIMITED,32
MONOKEM LABS,32
AXIS LIFE SCIENCE PVT LTD,31
AROMMAC INDUSTRIES,31
DRUKST BIOTECH PRIVATE LIMITED,31
AKCENT HEALTHCARE INDIA PVT LTD,31
NILRISE PHARMACEUTICALS PVT LTD,31
LIFESTAR PHARMA PVT LTD,31
VENCARE FORMULATIONS PVT LTD,31
CELERA HEALTHCARE PVT LTD,31
MATRIX HEALTHCARE,31
SWISSKEM HEALTH CARE,31
MEDOPHARM,31
VIRTUOUS HEALTHCARE LTD,31
ROUZEL PHARMA,31
KELLOGS INDIA PVT LTD,31
TWILIGHT MARCANTIL,31
ASCENT HEALTHCARE,31
HERAMB HEALTHCARE,31
WELCURE DRUGS & PHARMACEUTICALS LIMITED,31
ZOTICUS PHARMACEUTICALS,31
KATZUNG PHARMACEUTICALS PRIVATE LIMITED,31
TAN HEALTH CARE PVT LTD,31
MEGACORP HEALTHCARE,31
APOTEX PHARMACHEM INDIA PVT LTD,31
MCNEIL & ARGUS PHARMACEUTICALS,31
EDOC LIFE SCIENCES PVT LTD,31
REGENT AJANTA BIOTECH,31
PFICUS DE MED PVT LTD,31
MEDICON PHARMA LIMITED,31
MAVIN PHARMACEUTICALS,30
MITSHU,30
MITRA INDUSTRIAL PVT LTD,30
REGALIZ MEDICARE LIMITED,30
BIO GENETICA,30
EVAXO PHARMA PVT LTD,30
APTUS PHARMA PVT LTD,30
TAINWALA PERSONAL CARE PRODUCTS PVT LTD,30
KAVACH 9,30
TIMETECH PHARMA PVT LTD,30
BIOKINDLE LIFESCIENCES PVT LTD,30
LIFE SCIENCES PVT LTD,30
SCHULKE INDIA PVT LTD,30
XENO PHARMACEUTICALS,30
TRUWIN PHARMACEUTICALS PVT LTD,30
UCB INDIA PVT LTD,30
MAGNACHEM PHARMACEUTICALS PVT LTD,30
EG LIFECARE SERVICES PVT LTD,30
SIENNA FORMULATIONS PVT LTD,30
ENDOCARE INDIA,30
WORTH MEDICINES (I) PVT LTD,30
ARRIENT HEALTHCARE PVT LTD,30
TUSKER PHARMA PVT LTD,30
CONCUR PHARMACEUTICALS PVT.LTD.,30
IND BIOSCIENCES,30
CHURCH & DWIGHT UK LTD,29
CHERYL LABORATORIES PVT LTD,29
RUSI REMEDIES PVT LTD,29
BRINTON PHARMACEUTICALS PVT LTD,29
ASSURE LIFE SCIENCE PVT LTD,29
MEDSEA HEALTHCARE PVT LTD,29
BHARAT BIOTECH INTERNATIONAL,29
RAMOSE LABORATORIES PVT LTD,29
HYGEIA PHARMACEUTICALS,29
NUMED LABORATORIES PVT LTD,29
MICROGEN HYGIENE,29
